EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
258.695529938,258,10,PLAY,Writing,3613836.0
260.002673864,260,9,PLAY,StillPlaying,3340509.0
261.161196947,261,10,PLAY,Writing,3340509.0
264.002702951,264,9,PLAY,StillPlaying,3613836.0
264.624943972,264,10,PLAY,Writing,2944291.0
266.334950924,266,11,PLAY,Writing,3340509.0
268.002667904,268,10,PLAY,StillPlaying,3936261.0
272.002650023,272,9,PLAY,StillPlaying,3936261.0
273.498458862,273,10,PLAY,Writing,3613836.0
276.002673864,276,9,PLAY,StillPlaying,3936261.0
276.710492849,276,10,PLAY,Writing,3936261.0
279.493942976,279,11,PLAY,Writing,3936261.0
280.002662897,280,10,PLAY,StillPlaying,3936261.0
284.002691984,284,9,PLAY,StillPlaying,3936261.0
285.115384817,285,10,PLAY,Writing,3936261.0
287.936607838,287,11,PLAY,Writing,3936261.0
288.002665043,288,10,PLAY,StillPlaying,3936261.0
292.002647877,292,9,PLAY,StillPlaying,3936261.0
294.17946291,294,10,PLAY,Writing,3936261.0
295.871018887,295,11,PLAY,Writing,3936261.0
296.002653837,296,10,PLAY,StillPlaying,3613836.0
300.002678871,300,9,PLAY,StillPlaying,3340509.0
302.861938,302,10,PLAY,Writing,3936261.0
304.002704859,304,9,PLAY,StillPlaying,2944291.0
305.571171045,305,10,PLAY,Writing,3936261.0
308.002712011,308,9,PLAY,StillPlaying,3340509.0
308.692806005,308,10,PLAY,Writing,3936261.0
312.002712011,312,9,PLAY,StillPlaying,3613836.0
312.070199013,312,10,PLAY,Writing,3936261.0
314.537879944,314,11,PLAY,Writing,3936261.0
316.002701044,316,10,PLAY,StillPlaying,3936261.0
320.002699852,320,9,PLAY,StillPlaying,3936261.0
322.739321947,322,10,PLAY,Writing,3936261.0
324.002712965,324,9,PLAY,StillPlaying,3936261.0
324.855949879,324,10,PLAY,Writing,3936261.0
327.673523903,327,11,PLAY,Writing,3936261.0
328.002696991,328,10,PLAY,StillPlaying,3936261.0
332.002694845,332,9,PLAY,StillPlaying,3936261.0
334.250023842,334,10,PLAY,Writing,3936261.0
335.866292,335,11,PLAY,Writing,3936261.0
336.002696991,336,10,PLAY,StillPlaying,3936261.0
340.002684832,340,9,PLAY,StillPlaying,3936261.0
343.288009882,343,10,PLAY,Writing,3936261.0
344.002705812,344,9,PLAY,StillPlaying,3936261.0
344.917011023,344,10,PLAY,Writing,3936261.0
346.629421949,346,11,PLAY,Writing,3936261.0
348.002699852,348,10,PLAY,StillPlaying,3936261.0
352.002693892,352,9,PLAY,StillPlaying,3936261.0
354.186353922,354,10,PLAY,Writing,3936261.0
355.287693977,355,11,PLAY,Writing,3340509.0
356.002699852,356,10,PLAY,StillPlaying,3936261.0
360.002677917,360,9,PLAY,StillPlaying,3936261.0
360.244616032,360,10,PLAY,Writing,3613836.0
362.131115913,362,11,PLAY,Writing,3936261.0
364.002701998,364,10,PLAY,StillPlaying,3936261.0
367.134038925,367,11,PLAY,Writing,3340509.0
368.002701998,368,10,PLAY,StillPlaying,3936261.0
372.002677917,372,9,PLAY,StillPlaying,3936261.0
373.816023827,373,10,PLAY,Writing,3613836.0
376.002701044,376,9,PLAY,StillPlaying,3936261.0
376.810204029,376,10,PLAY,Writing,3936261.0
379.12120986,379,11,PLAY,Writing,3936261.0
380.002701998,380,10,PLAY,StillPlaying,3936261.0
384.002679825,384,9,PLAY,StillPlaying,3936261.0
388.002686977,388,8,PLAY,StillPlaying,3936261.0
389.217592001,389,9,PLAY,Writing,3936261.0
392.002751827,392,8,PLAY,StillPlaying,3936261.0
392.902616978,392,9,PLAY,Writing,3936261.0
395.48545599,395,10,PLAY,Writing,3936261.0
396.002696991,396,9,PLAY,StillPlaying,3340509.0
399.191503048,399,10,PLAY,Writing,3936261.0
400.002702951,400,9,PLAY,StillPlaying,3613836.0
401.813432932,401,10,PLAY,Writing,3936261.0
404.002703905,404,9,PLAY,StillPlaying,3936261.0
404.039676905,404,10,PLAY,Writing,3936261.0
407.851792812,407,11,PLAY,Writing,3936261.0
408.002705812,408,10,PLAY,StillPlaying,3340509.0
412.002686024,412,9,PLAY,StillPlaying,3613836.0
413.504624844,413,10,PLAY,Writing,3936261.0
416.002719879,416,9,PLAY,StillPlaying,3936261.0
416.223763943,416,10,PLAY,Writing,3936261.0
419.963737011,419,11,PLAY,Writing,3613836.0
420.002698898,420,10,PLAY,StillPlaying,3936261.0
424.002701044,424,9,PLAY,StillPlaying,3936261.0
426.414592981,426,10,PLAY,Writing,2944291.0
428.002709866,428,9,PLAY,StillPlaying,3936261.0
429.889986992,429,10,PLAY,Writing,3340509.0
432.002715826,432,9,PLAY,StillPlaying,3936261.0
433.959499836,433,10,PLAY,Writing,3613836.0
434.978655815,434,11,PLAY,Writing,3340509.0
436.002698898,436,10,PLAY,StillPlaying,3936261.0
440.00283289,440,9,PLAY,StillPlaying,3936261.0
444.002676964,444,8,PLAY,StillPlaying,3936261.0
448.002820015,448,7,PLAY,StillPlaying,3936261.0
452.002656937,452,6,PLAY,StillPlaying,3936261.0
456.002631903,456,5,PLAY,StillPlaying,3936261.0
460.00264883,460,4,PLAY,StillPlaying,3613836.0
464.002632856,464,3,PLAY,StillPlaying,2944291.0
468.002656937,468,2,PLAY,StillPlaying,3340509.0
472.002671003,472,1,PLAY,StillPlaying,3613836.0
476.002636909,476,0,PLAY,StillPlaying,3340509.0
480.002741814,480,0,STOP,Stopped,0
