EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.000231027603149,0,1,INITIAL_BUFFERING,Writing,45226
0.000699043273926,0,1,PLAY,InitialBuffering-Play,0
0.00150418281555,0,0,PLAY,StillPlaying,45226
1.20089221001,1,1,PLAY,Writing,45226.0
4.00205302238,4,0,PLAY,StillPlaying,45226.0
4.19196414948,4,1,PLAY,Writing,88783.0
5.71693110466,5,2,PLAY,Writing,45226.0
8.00203800201,8,1,PLAY,StillPlaying,88783.0
11.102902174,11,2,PLAY,Writing,88783.0
12.0020501614,12,1,PLAY,StillPlaying,45226.0
13.0454320908,13,2,PLAY,Writing,45226.0
16.0020520687,16,1,PLAY,StillPlaying,88783.0
18.3055431843,18,2,PLAY,Writing,88783.0
20.0020661354,20,1,PLAY,StillPlaying,45226.0
22.7034201622,22,2,PLAY,Writing,45226.0
24.0020592213,24,1,PLAY,StillPlaying,88783.0
26.252448082,26,2,PLAY,Writing,88783.0
28.0020611286,28,1,PLAY,StillPlaying,45226.0
30.2840330601,30,2,PLAY,Writing,45226.0
32.0020520687,32,1,PLAY,StillPlaying,88783.0
36.002022028,36,0,PLAY,StillPlaying,45226.0
39.6623141766,39,1,PLAY,Writing,88783.0
40.0020461082,40,0,PLAY,StillPlaying,88783.0
43.7919850349,43,1,PLAY,Writing,45226.0
44.0020411015,44,0,PLAY,StillPlaying,45226.0
48.00228405,48,0,BUFFERING,Play-Buffering,0
48.6283662319,48,1,BUFFERING,Writing,45226.0
48.6290330887,48,1,PLAY,Buffering-Play,0
48.6299221516,48,0,PLAY,StillPlaying,45226.0
52.6302092075,52,0,BUFFERING,Play-Buffering,0
52.9520890713,52,1,BUFFERING,Writing,45226.0
52.9529421329,52,1,PLAY,Buffering-Play,0
52.9535911083,52,0,PLAY,StillPlaying,45226.0
55.7545671463,54,1,PLAY,Writing,45226.0
56.954182148,56,0,PLAY,StillPlaying,45226.0
58.4587240219,57,1,PLAY,Writing,45226.0
60.954182148,60,0,PLAY,StillPlaying,45226.0
61.2862281799,60,1,PLAY,Writing,45226.0
64.0911462307,63,2,PLAY,Writing,45226.0
64.9541862011,64,1,PLAY,StillPlaying,45226.0
67.2810521126,66,2,PLAY,Writing,88783.0
68.954185009,68,1,PLAY,StillPlaying,45226.0
70.1538920403,69,2,PLAY,Writing,45226.0
72.9542040825,72,1,PLAY,StillPlaying,88783.0
76.9541561604,76,0,PLAY,StillPlaying,45226.0
78.1714122295,77,1,PLAY,Writing,88783.0
80.9542131424,80,0,PLAY,StillPlaying,88783.0
81.0232071877,80,1,PLAY,Writing,45226.0
84.5220460892,83,2,PLAY,Writing,88783.0
84.9541890621,84,1,PLAY,StillPlaying,45226.0
87.8803920746,86,2,PLAY,Writing,45226.0
88.9542121887,88,1,PLAY,StillPlaying,88783.0
90.9762380123,90,2,PLAY,Writing,88783.0
92.9541931152,92,1,PLAY,StillPlaying,45226.0
93.9815192223,93,2,PLAY,Writing,45226.0
96.9541912079,96,1,PLAY,StillPlaying,88783.0
97.0005161762,96,2,PLAY,Writing,88783.0
99.6993031502,98,3,PLAY,Writing,45226.0
100.954185009,100,2,PLAY,StillPlaying,45226.0
104.012347221,103,3,PLAY,Writing,88783.0
104.954430103,104,2,PLAY,StillPlaying,88783.0
106.990167141,106,3,PLAY,Writing,45226.0
108.954180002,108,2,PLAY,StillPlaying,45226.0
110.781122208,109,3,PLAY,Writing,88783.0
112.954214096,112,2,PLAY,StillPlaying,88783.0
113.538849115,112,3,PLAY,Writing,45226.0
116.678327084,115,4,PLAY,Writing,88783.0
116.954187155,116,3,PLAY,StillPlaying,45226.0
120.641167164,119,4,PLAY,Writing,45226.0
120.954360008,120,3,PLAY,StillPlaying,88783.0
123.297097206,122,4,PLAY,Writing,88783.0
124.954186201,124,3,PLAY,StillPlaying,45226.0
126.54493618,125,4,PLAY,Writing,45226.0
128.954183102,128,3,PLAY,StillPlaying,88783.0
129.783965111,128,4,PLAY,Writing,88783.0
132.313205004,131,5,PLAY,Writing,45226.0
132.95424509,132,4,PLAY,StillPlaying,45226.0
135.045301199,134,5,PLAY,Writing,88783.0
136.954408169,136,4,PLAY,StillPlaying,88783.0
137.7529881,136,5,PLAY,Writing,45226.0
140.341090202,139,6,PLAY,Writing,88783.0
140.954183102,140,5,PLAY,StillPlaying,45226.0
143.352121115,142,6,PLAY,Writing,45226.0
144.954190016,144,5,PLAY,StillPlaying,88783.0
146.331013203,145,6,PLAY,Writing,88783.0
148.954196215,148,5,PLAY,StillPlaying,45226.0
149.666477203,148,6,PLAY,Writing,45226.0
152.954195023,152,5,PLAY,StillPlaying,88783.0
153.014239073,152,6,PLAY,Writing,88783.0
155.643182039,154,7,PLAY,Writing,45226.0
156.954181194,156,6,PLAY,StillPlaying,45226.0
159.071345091,158,7,PLAY,Writing,88783.0
160.954182148,160,6,PLAY,StillPlaying,88783.0
161.897646189,160,7,PLAY,Writing,45226.0
164.928056002,163,8,PLAY,Writing,88783.0
164.954181194,164,7,PLAY,StillPlaying,45226.0
167.945633173,166,8,PLAY,Writing,45226.0
168.954184055,168,7,PLAY,StillPlaying,88783.0
170.911323071,169,8,PLAY,Writing,88783.0
172.954194069,172,7,PLAY,StillPlaying,45226.0
173.808816195,172,8,PLAY,Writing,45226.0
176.954207182,176,7,PLAY,StillPlaying,88783.0
177.599510193,176,8,PLAY,Writing,88783.0
180.418755054,179,9,PLAY,Writing,45226.0
180.954187155,180,8,PLAY,StillPlaying,45226.0
184.137487173,183,9,PLAY,Writing,88783.0
184.954185009,184,8,PLAY,StillPlaying,88783.0
186.91438818,185,9,PLAY,Writing,45226.0
188.954187155,188,8,PLAY,StillPlaying,45226.0
190.081276178,189,9,PLAY,Writing,88783.0
192.954186201,192,8,PLAY,StillPlaying,88783.0
193.111052036,192,9,PLAY,Writing,45226.0
196.290697098,195,10,PLAY,Writing,88783.0
196.954186201,196,9,PLAY,StillPlaying,45226.0
199.641591072,198,10,PLAY,Writing,45226.0
200.954181194,200,9,PLAY,StillPlaying,88783.0
203.311762094,202,10,PLAY,Writing,88783.0
204.954186201,204,9,PLAY,StillPlaying,45226.0
205.929949045,204,10,PLAY,Writing,45226.0
208.682072163,207,11,PLAY,Writing,88783.0
208.954192162,208,10,PLAY,StillPlaying,88783.0
212.95415616,212,9,PLAY,StillPlaying,45226.0
213.751772165,212,10,PLAY,Writing,45226.0
215.903596163,214,11,PLAY,Writing,88783.0
216.954181194,216,10,PLAY,StillPlaying,88783.0
220.954157114,220,9,PLAY,StillPlaying,45226.0
222.327531099,221,10,PLAY,Writing,128503.0
224.580933094,223,11,PLAY,Writing,88783.0
224.954191208,224,10,PLAY,StillPlaying,88783.0
228.954168081,228,9,PLAY,StillPlaying,45226.0
231.490069151,230,10,PLAY,Writing,128503.0
232.954179049,232,9,PLAY,StillPlaying,88783.0
236.664890051,235,10,PLAY,Writing,177437.0
236.954180002,236,9,PLAY,StillPlaying,45226.0
240.954155207,240,8,PLAY,StillPlaying,88783.0
241.13057518,240,9,PLAY,Writing,128503.0
244.954194069,244,8,PLAY,StillPlaying,45226.0
245.102795124,244,9,PLAY,Writing,177437.0
248.954191208,248,8,PLAY,StillPlaying,88783.0
249.258551121,248,9,PLAY,Writing,128503.0
252.954184055,252,8,PLAY,StillPlaying,45226.0
253.177000999,252,9,PLAY,Writing,88783.0
256.954216003,256,8,PLAY,StillPlaying,88783.0
258.127326012,257,9,PLAY,Writing,128503.0
260.954182148,260,8,PLAY,StillPlaying,128503.0
